sleep_log_entry_id,timestamp,overall_score,composition_score,revitalization_score,duration_score,deep_sleep_in_minutes,resting_heart_rate,restlessness
24973964585,2019-12-11T10:13:30Z,69,17,20,32,52,57,0.1347517730496454
24961140097,2019-12-10T11:20:30Z,78,21,22,35,80,57,0.12919254658385093
24947233428,2019-12-09T08:39:30Z,56,17,21,18,69,58,0.11755725190839694
24936555585,2019-12-08T12:23:30Z,80,21,21,38,75,58,0.12652608213096558
24925788704,2019-12-07T10:31:00Z,75,21,22,32,41,58,0.09771309771309772
24914158736,2019-12-06T11:01:00Z,82,22,19,41,92,57,0.1450980392156863
24904230339,2019-12-05T10:28:30Z,79,21,22,36,82,58,0.1018867924528302
24893270781,2019-12-04T10:28:00Z,75,18,21,36,61,58,0.10643889618922471
24868662649,2019-12-03T08:56:30Z,83,21,20,42,83,59,0.12460732984293194
24857533219,2019-12-02T08:26:30Z,83,21,20,42,82,58,0.11534603811434303
24846796239,2019-12-01T10:25:00Z,88,23,20,45,122,58,0.09438567941415785
24835491643,2019-11-30T09:08:30Z,82,22,19,41,97,58,0.17867165575304023
24824020404,2019-11-29T09:31:00Z,90,25,20,45,153,58,0.12448812448812449
24803315691,2019-11-27T09:02:00Z,82,22,22,38,102,57,0.09302325581395349
24792887238,2019-11-26T09:56:00Z,69,20,20,29,34,56,0.10054844606946983
24779527949,2019-11-25T08:41:30Z,79,22,16,41,87,54,0.13811007268951195
24767309051,2019-11-24T09:42:00Z,91,23,21,47,118,56,0.0772238514173998
24757533462,2019-11-23T10:19:00Z,77,21,21,35,71,56,0.09401709401709402
24746722438,2019-11-22T11:15:30Z,80,21,22,37,77,56,0.10925306577480491
24728685587,2019-11-21T11:36:00Z,81,22,20,39,96,56,0.09501738122827347
24696642493,2019-11-19T09:58:30Z,87,22,19,46,100,54,0.08463661453541858
24682953344,2019-11-18T08:25:30Z,76,21,22,33,47,54,0.09668109668109669
24671707447,2019-11-17T09:31:00Z,88,25,17,46,143,54,0.13047363717605004
24660492810,2019-11-16T10:31:00Z,78,18,22,38,81,56,0.08271604938271605
24649627746,2019-11-15T11:23:30Z,65,19,17,29,32,54,0.12437810945273632
24637511118,2019-11-14T11:13:00Z,88,22,21,45,93,54,0.06747404844290658
24625745406,2019-11-13T08:36:30Z,82,22,21,39,85,56,0.09848484848484848
24540374248,2019-11-06T09:30:00Z,70,21,19,30,50,55,0.09123434704830054
24530080874,2019-11-05T13:17:30Z,88,21,21,46,65,56,0.08991825613079019
24517252487,2019-11-04T08:07:30Z,75,21,21,33,54,56,0.10542635658914729
24506035320,2019-11-03T08:56:30Z,88,23,22,43,122,58,0.10483870967741936
24506035319,2019-11-02T09:27:30Z,72,21,22,29,62,58,0.10085470085470086
24506035317,2019-10-31T08:52:30Z,70,21,20,29,43,56,0.1330998248686515
24506035315,2019-10-30T09:23:00Z,74,21,22,31,64,55,0.07792207792207792
24506035314,2019-10-29T07:59:30Z,76,21,21,34,55,54,0.09838107098381071
24506035312,2019-10-28T09:48:00Z,78,22,14,42,89,53,0.11911911911911911
24047610898,2019-09-28T11:57:30Z,88,25,20,43,170,53,0.1328519855595668
24047526982,2019-09-27T19:00:00Z,67,18,22,27,21,53,0.06733167082294264
24047526980,2019-09-26T13:33:00Z,76,20,22,34,42,53,0.1091753774680604
24047526979,2019-09-25T11:03:00Z,78,19,23,36,54,53,0.06896551724137931
24047526978,2019-09-24T12:15:30Z,87,20,21,46,74,53,0.09923011120615911
23986981631,2019-09-23T07:41:00Z,67,18,19,30,65,52,0.12334801762114538
23976750324,2019-09-22T12:01:00Z,81,20,20,41,72,52,0.1125370187561698
23965867568,2019-09-21T13:00:00Z,83,21,19,43,64,51,0.08048289738430583
23926184619,2019-09-18T11:14:30Z,78,18,21,39,104,51,0.10757717492984098
23917856502,2019-09-17T13:14:30Z,84,21,20,43,79,51,0.10897435897435898
23917856501,2019-09-16T10:42:30Z,80,21,22,37,71,51,0.08322663252240717
23887528445,2019-09-15T10:36:30Z,74,21,19,34,46,50,0.1188118811881188
23887528444,2019-09-14T12:52:30Z,88,25,19,44,154,49,0.1326984126984127
23861852712,2019-09-13T11:24:30Z,69,17,24,28,6,50,0.06387225548902195
23852298634,2019-09-12T12:49:30Z,85,20,21,44,85,51,0.12597066436583262
23836460429,2019-09-11T13:05:30Z,86,22,21,43,90,51,0.08315789473684211
23817800425,2019-09-10T07:40:00Z,80,21,22,37,95,54,0.10676532769556026
23805045705,2019-09-09T11:30:00Z,71,16,22,33,38,55,0.11729141475211609
23784492033,2019-09-08T11:05:30Z,82,22,22,38,92,56,0.0761478163493841
23771513665,2019-09-07T10:22:00Z,85,21,22,42,82,57,0.10495049504950495
23749736579,2019-09-05T09:25:00Z,85,21,23,41,78,55,0.08072653884964683
23749736578,2019-09-04T09:02:00Z,83,21,21,41,54,54,0.11992263056092843
23749736577,2019-09-03T07:45:00Z,69,19,22,28,45,53,0.06890756302521009
23749736575,2019-09-02T10:08:00Z,75,19,17,39,67,53,0.14907508161044614
23687493610,2019-09-01T09:41:00Z,77,21,21,35,58,52,0.08747855917667238
23677461035,2019-08-31T11:03:30Z,88,23,19,46,119,52,0.12295786758383491
23666723899,2019-08-30T11:30:30Z,82,22,18,42,83,51,0.08087535680304472
23655204952,2019-08-29T08:19:00Z,79,21,21,37,38,54,0.07378129117259552
23655204951,2019-08-27T11:26:00Z,74,17,19,38,79,53,0.11267605633802817
23655204950,2019-08-26T13:00:00Z,76,21,18,37,40,52,0.12438423645320197
23655204949,2019-08-25T09:47:00Z,82,21,20,41,67,51,0.10802469135802469
23655204948,2019-08-24T10:12:00Z,88,22,21,45,92,50,0.1018935978358882
23655204946,2019-08-23T12:53:00Z,82,21,19,42,79,49,0.08874045801526717
