Date,Time Spent (seconds),Number of People,Activity,Category,Productivity
2021-04-01T00:00:00,3140,1,puzzling.stackexchange.com,General Entertainment,-2
2021-04-01T00:00:00,134,1,i.stack.imgur.com,Photos,-2
2021-04-01T00:00:00,131,1,puzz.link,Games,-2
2021-04-01T00:00:00,38,1,en.wikipedia.org,General Reference & Learning,2
2021-04-01T00:00:00,36,1,puzzling.meta.stackexchange.com,Engineering & Technology,2
2021-04-01T00:00:00,24,1,swaroopg92.github.io,General Software Development,2
2021-04-01T00:00:00,20,1,cryptii.com,Internet Utilities,1
2021-04-01T00:00:00,19,1,freedom.to,Internet Utilities,1
2021-04-01T00:00:00,16,1,chat.stackexchange.com,Instant Message,-1
2021-04-01T00:00:00,11,1,ko-fi.com,Uncategorized,0
2021-04-01T00:00:00,10,1,pycharm,Editing & IDEs,2
2021-04-01T00:00:00,8,1,about:newtab,Browsers,0
2021-04-01T00:00:00,4,1,blocked.freedom.to,Internet Utilities,1
2021-04-01T00:00:00,2,1,Firefox,Browsers,0
2021-04-01T01:00:00,2990,1,puzzling.stackexchange.com,General Entertainment,-2
2021-04-01T01:00:00,306,1,i.stack.imgur.com,Photos,-2
2021-04-01T01:00:00,86,1,puzzling.meta.stackexchange.com,Engineering & Technology,2
2021-04-01T01:00:00,83,1,Notes,Writing,2
2021-04-01T01:00:00,40,1,chat.stackexchange.com,Instant Message,-1
2021-04-01T01:00:00,16,1,google.com,Search,1
2021-04-01T01:00:00,14,1,Firefox,Browsers,0
2021-04-01T01:00:00,13,1,stackoverflow.com,General Software Development,2
2021-04-01T01:00:00,12,1,math.stackexchange.com,General Reference & Learning,2
2021-04-01T01:00:00,10,1,about:newtab,Browsers,0
2021-04-01T01:00:00,9,1,pycharm,Editing & IDEs,2
2021-04-01T01:00:00,8,1,cryptii.com,Internet Utilities,1
2021-04-01T01:00:00,8,1,freedom.to,Internet Utilities,1
2021-04-01T01:00:00,3,1,stats.stackexchange.com,Engineering & Technology,2
2021-04-01T02:00:00,1723,1,puzzling.stackexchange.com,General Entertainment,-2
2021-04-01T02:00:00,442,1,chat.stackexchange.com,Instant Message,-1
2021-04-01T02:00:00,356,1,Firefox,Browsers,0
2021-04-01T02:00:00,219,1,puzzling.meta.stackexchange.com,Engineering & Technology,2
2021-04-01T02:00:00,172,1,i.stack.imgur.com,Photos,-2
2021-04-01T02:00:00,145,1,chess.stackexchange.com,General Entertainment,-2
2021-04-01T02:00:00,95,1,meta.stackexchange.com,Engineering & Technology,2
2021-04-01T02:00:00,80,1,en.wikipedia.org,General Reference & Learning,2
2021-04-01T02:00:00,77,1,stackoverflow.blog,Professional Networking,2
2021-04-01T02:00:00,75,1,gaming.stackexchange.com,Games,-2
2021-04-01T02:00:00,73,1,meta.stackoverflow.com,General News & Opinion,-2
2021-04-01T02:00:00,66,1,stackoverflow.com,General Software Development,2
2021-04-01T02:00:00,32,1,stackexchange.com,Engineering & Technology,2
2021-04-01T02:00:00,22,1,english.stackexchange.com,General Reference & Learning,2
2021-04-01T02:00:00,11,1,cs.stackexchange.com,General Software Development,2
2021-04-01T02:00:00,9,1,archive.is,Internet Utilities,1
2021-04-01T03:00:00,509,1,en.wikipedia.org,General Reference & Learning,2
2021-04-01T03:00:00,189,1,Firefox,Browsers,0
2021-04-01T03:00:00,65,1,chat.stackexchange.com,Instant Message,-1
2021-04-01T03:00:00,36,1,Login Window,Computer,1
2021-04-01T12:00:00,1310,1,puzzling.stackexchange.com,General Entertainment,-2
2021-04-01T12:00:00,724,1,chat.stackexchange.com,Instant Message,-1
2021-04-01T12:00:00,190,1,logic-masters.de,Uncategorized,0
2021-04-01T12:00:00,123,1,Firefox,Browsers,0
2021-04-01T12:00:00,35,1,stackexchange.com,Engineering & Technology,2
2021-04-01T12:00:00,28,1,i.stack.imgur.com,Photos,-2
2021-04-01T12:00:00,26,1,Blank Web Browser,Browsers,0
2021-04-01T12:00:00,13,1,en.wikipedia.org,General Reference & Learning,2
2021-04-01T12:00:00,5,1,puzzling.meta.stackexchange.com,Engineering & Technology,2
2021-04-01T12:00:00,4,1,stackoverflow.com,General Software Development,2
2021-04-01T12:00:00,2,1,calendar,Calendars,2
