Date,Time Spent (seconds),Number of People,Activity,Category,Productivity
2021-07-01T00:00:00,3502,1,berkeley.zoom.us,Meetings,2
2021-07-01T00:00:00,42,1,en.wikipedia.org,General Reference & Learning,2
2021-07-01T00:00:00,30,1,bcourses.berkeley.edu,General Reference & Learning,2
2021-07-01T00:00:00,22,1,Firefox,Browsers,0
2021-07-01T00:00:00,4,1,Blank Web Browser,Browsers,0
2021-07-01T01:00:00,3554,1,berkeley.zoom.us,Meetings,2
2021-07-01T01:00:00,35,1,abbreviations.com,General Entertainment,-2
2021-07-01T01:00:00,7,1,about:newtab,Browsers,0
2021-07-01T01:00:00,2,1,Blank Web Browser,Browsers,0
2021-07-01T01:00:00,1,1,en.wikipedia.org,General Reference & Learning,2
2021-07-01T02:00:00,914,1,berkeley.zoom.us,Meetings,2
2021-07-01T02:00:00,4,1,bcourses.berkeley.edu,General Reference & Learning,2
2021-07-01T03:00:00,832,1,berkeley.zoom.us,Meetings,2
2021-07-01T04:00:00,1451,1,berkeley.zoom.us,Meetings,2
2021-07-01T04:00:00,16,1,Firefox,Browsers,0
2021-07-01T06:00:00,3228,1,berkeley.zoom.us,Meetings,2
2021-07-01T06:00:00,17,1,RescueTime,Intelligence,2
2021-07-01T06:00:00,2,1,en.wikipedia.org,General Reference & Learning,2
2021-07-01T10:00:00,215,1,Google Documents,Writing,2
2021-07-01T10:00:00,113,1,bcourses.berkeley.edu,General Reference & Learning,2
2021-07-01T10:00:00,46,1,Firefox,Browsers,0
2021-07-01T10:00:00,34,1,acrobat pro dc,General Utilities,1
2021-07-01T10:00:00,14,1,Mail,Email,1
2021-07-01T10:00:00,5,1,Blank Web Browser,Browsers,0
2021-07-01T10:00:00,4,1,drive.google.com,General Business,2
2021-07-01T10:00:00,2,1,RescueTime,Intelligence,2
2021-07-01T11:00:00,3515,1,Google Documents,Writing,2
2021-07-01T11:00:00,17,1,bcourses.berkeley.edu,General Reference & Learning,2
2021-07-01T12:00:00,557,1,meet.google.com,Meetings,2
2021-07-01T12:00:00,549,1,Notes,Writing,2
2021-07-01T12:00:00,34,1,calendar,Calendars,2
2021-07-01T12:00:00,26,1,Mail,Email,1
2021-07-01T12:00:00,19,1,drive.google.com,General Business,2
2021-07-01T12:00:00,8,1,bcourses.berkeley.edu,General Reference & Learning,2
2021-07-01T12:00:00,7,1,acrobat pro dc,General Utilities,1
2021-07-01T12:00:00,6,1,goodnotes,General Design & Composition,2
2021-07-01T12:00:00,3,1,Finder,Computer,1
2021-07-01T12:00:00,2,1,Google Documents,Writing,2
2021-07-01T12:00:00,1,1,microsoft powerpoint,Presentation,2
2021-07-01T12:00:00,1,1,google.com,Search,1
2021-07-01T13:00:00,58,1,Firefox,Browsers,0
2021-07-01T13:00:00,56,1,Google Spreadsheets,General Business,2
2021-07-01T13:00:00,37,1,meet.google.com,Meetings,2
2021-07-01T13:00:00,20,1,calendar,Calendars,2
2021-07-01T13:00:00,7,1,Blank Web Browser,Browsers,0
2021-07-01T13:00:00,3,1,drive.google.com,General Business,2
